# LIFESPAN SIMULATION WITH INTEGRATED MODEL
# FBA model ../../ModelFiles/ecFBA/Modified/reducedEcYeast_modified_withDamage.mat with objective max. growth (parsimonious)
# Boolean model ../../ModelFiles/Boolean/Modified/rules.txt, ../../ModelFiles/Boolean/Modified/species.txt
# TF layer ../../ModelFiles/Boolean/Modified/TFtargets.txt
# non-metabolic damage formation f0 = 0.0001
# damage repair r0 = 0.0005
# 23 division(s) with average generation time 1.595454545454556
time	growth	glucose	O2	CO2	ethanol	acetate	glycerol	pyruvate	ATP	Dformation	P	D	M	enzymeUsage	glucose(bool)	H2O2(bool)	Trx1/2(bool)	superoxide	H2O2 production
1.6000000000000003	0.3017434628988012	9.187087643380904	2.7071961277206453	16.2830493138676	13.369955482632104	0.26043052337162875	0.048	6.236425420524938e-8	0.7	0.0001	0.45987818476309084	0.00012181523690839713	1.2431051559278277	0.03799095304749404	1.0	0.0	1.0	0.015045923512702359	0.0075229617563511795
1.7000000000000004	0.30174132400751535	9.187029767128456	2.7071758623309754	16.28294787195304	13.36987556980571	0.2604280555228037	0.048	6.236370708734285e-8	0.7	0.0001	0.459873592209783	0.00012640779021620273	1.2811864207510797	0.03799057363353371	1.0	0.0	1.0	0.015045707080361164	0.007522853540180582
1.8000000000000005	0.3017391852436236	9.18697189432008	2.7071555981500124	16.282846436074017	13.369795661731011	0.26042558782250846	0.048	6.236341576482118e-8	0.7	0.0001	0.45986899993202013	0.00013100006797907453	1.3204339840637975	0.03799019424233755	1.0	0.0	1.0	0.015045490661005526	0.007522745330502763
1.9000000000000006	0.30173704660806694	9.186914024984507	2.707135335184841	16.282745006282173	13.369715758451754	0.26042312027026415	0.048	6.236287752869885e-8	0.7	0.0001	0.4598644079297856	0.0001355920702135353	1.3608835569515123	0.037989814873904175	1.0	0.0	1.0	0.015045274254634654	0.007522637127317327
2.0000000000000004	0.3017349080999022	9.186856159092992	2.7071150734282856	16.282643582525964	13.369635859924394	0.26042065286652627	0.048	6.236253113911516e-8	0.7	0.0001	0.459859816203063	0.0001401837969361417	1.4025719436792246	0.037989435528232224	1.0	0.0	1.0	0.015045057861247779	0.007522528930623889
2.1000000000000005	0.3017327697209782	9.186798296701648	2.707094812894636	16.282542164905514	13.369555966233424	0.26041818561036423	0.048	6.236202665377277e-8	0.7	0.0001	0.4598552247518357	0.00014477524816340523	1.4455370751478842	0.03798905620532033	1.0	0.0	1.0	0.015044841480843174	0.007522420740421587
2.2000000000000006	0.3017306314712632	9.186740437809412	2.7070745535837317	16.282440753418687	13.369476077377008	0.26041571850178274	0.048	6.236163052619759e-8	0.7	0.0001	0.4598506335760872	0.00014936642391185997	1.4898180433739012	0.03798867690516713	1.0	0.0	1.0	0.015044625113422881	0.007522312556711441
2.3000000000000007	0.3017284933479951	9.186682582332896	2.707054295473909	16.282339347917368	13.369396193230301	0.2604132515421369	0.048	6.236114558078043e-8	0.7	0.0001	0.459846042675801	0.00015395732419804	1.5354551370234502	0.03798829762777125	1.0	0.0	1.0	0.015044408758983309	0.0075222043794916545
2.400000000000001	0.3017263553539205	9.186624730355074	2.707034038586676	16.282237948548985	13.369316313917647	0.2604107847300534	0.048	6.236073524235053e-8	0.7	0.0001	0.45979388766624896	0.0002061123337500086	1.0127935219425546	0.037987918373131334	1.0	0.0	1.0	0.015044192417524613	0.007522096208762307
2.500000000000001	0.3017020666328486	9.185967501898713	2.706803909844209	16.281085999163587	13.368408843523444	0.26038276046418907	0.048	6.235580762847803e-8	0.7	0.0001	0.45978930017061515	0.00021069982938373577	1.0438153258491862	0.03798360984361984	1.0	0.0	1.0	0.015041734666290347	0.007520867333145173
2.600000000000001	0.3016999302234197	9.18590969279705	2.7067836679724544	16.28098467494541	13.368329023409181	0.26038029548196606	0.048	6.235515748187481e-8	0.7	0.0001	0.4597847129502229	0.00021528704977596792	1.0757870958883213	0.037983230870238534	1.0	0.0	1.0	0.015041518485272392	0.007520759242636196
2.700000000000001	0.3016977939430929	9.185851887191497	2.7067634273225343	16.280883356855366	13.368249208125079	0.2603778306471812	0.048	6.235485727756895e-8	0.7	0.0001	0.4597801260050555	0.00021987399494325275	1.1087379153997274	0.037982851919594954	1.0	0.0	1.0	0.01504130231722492	0.00752065115861246
2.800000000000001	0.3016956577909392	9.18579408505425	2.7067431878869566	16.280782044844475	13.368169397630009	0.26037536596028177	0.048	6.235443450464118e-8	0.7	0.0001	0.4597755393350967	0.0002244606649020904	1.1426977578985964	0.037982472991687714	1.0	0.0	1.0	0.015041086162147131	0.007520543081073566
